694.5;236;0.2
695;236;0.2
695.5;236;0.2
696;236;0.2
696.5;237;0.24
697;237;0.24
697.5;236;0.2
698;237;0.2
698.5;237;0.2
699;237;0.2
699.5;237;0.2
700;237;0.2
700.5;237;0.2
701;237;0.2
701.5;237;0.2
702;237;0.16
702.5;237;0.16
703;237;0.16
703.5;237;0.16
704;238;0.2
704.5;238;0.2
705;238;0.2
705.5;238;0.2
706;238;0.2
706.5;238;0.2
707;238;0.16
707.5;239;0.2
708;238;0.16
708.5;239;0.2
709;238;0.16
709.5;239;0.2
710;239;0.2
710.5;239;0.2
711;239;0.2
711.5;239;0.2
712;239;0.16
712.5;239;0.2
713;239;0.16
713.5;239;0.16
714;240;0.2
714.5;240;0.2
715;240;0.2
715.5;240;0.2
716;240;0.2
716.5;240;0.2
717;240;0.16
717.5;240;0.2
718;240;0.16
718.5;240;0.16
719;241;0.2
719.5;241;0.2
720;241;0.2
720.5;241;0.2
721;241;0.2
721.5;241;0.16
722;241;0.16
722.5;241;0.2
723;241;0.16
723.5;241;0.16
724;241;0.16
724.5;241;0.16
725;242;0.2
725.5;241;0.16
726;242;0.2
726.5;242;0.2
727;242;0.2
727.5;242;0.2
728;242;0.2
728.5;242;0.2
729;242;0.16
729.5;242;0.16
730;242;0.16
730.5;243;0.2
731;242;0.16
731.5;242;0.16
732;243;0.2
732.5;243;0.16
733;243;0.2
733.5;243;0.16
734;243;0.2
734.5;243;0.16
735;243;0.16
735.5;243;0.16
736;243;0.16
736.5;244;0.2
737;244;0.2
737.5;243;0.16
738;244;0.2
738.5;244;0.2
739;244;0.16
739.5;244;0.16
740;244;0.16
740.5;244;0.16
741;244;0.16
741.5;244;0.16
742;244;0.16
742.5;245;0.2
743;245;0.2
743.5;245;0.2
744;245;0.16
744.5;245;0.16
745;245;0.16
745.5;245;0.16
746;245;0.16
746.5;245;0.16
747;245;0.16
747.5;245;0.16
748;245;0.16
748.5;245;0.16
749;245;0.16
749.5;246;0.2
750;246;0.16
750.5;246;0.2
751;246;0.16
751.5;246;0.16
752;246;0.16
752.5;246;0.16
753;246;0.16
753.5;246;0.16
754;246;0.16
754.5;247;0.2
755;246;0.16
755.5;247;0.16
756;247;0.2
756.5;247;0.2
757;247;0.16
757.5;247;0.16
758;247;0.16
758.5;247;0.16
759;247;0.16
759.5;247;0.16
760;247;0.16
760.5;247;0.16
761;247;0.16
761.5;248;0.16
762;247;0.12
762.5;248;0.2
763;248;0.16
763.5;248;0.16
764;248;0.16
764.5;248;0.16
765;248;0.16
765.5;248;0.16
766;248;0.16
766.5;248;0.16
767;248;0.16
767.5;248;0.12
768;248;0.12
768.5;248;0.12
769;248;0.12
769.5;249;0.16
770;249;0.16
770.5;249;0.16
771;249;0.16
771.5;249;0.16
772;249;0.16
772.5;249;0.16
773;249;0.16
773.5;249;0.16
774;250;0.2
774.5;249;0.12
775;249;0.12
775.5;250;0.16
776;250;0.16
776.5;250;0.16
777;250;0.16
777.5;250;0.16
778;250;0.16
778.5;250;0.16
779;250;0.16
779.5;250;0.12
780;251;0.2
780.5;251;0.16
781;250;0.12
781.5;251;0.16
782;250;0.12
782.5;250;0.12
783;251;0.16
783.5;251;0.16
784;251;0.16
784.5;251;0.16
785;251;0.16
785.5;251;0.16
